req_id,client_id,job_title,job_category,employment_type,location,priority,openings,bill_rate,pay_rate,open_date,target_close_date,status,recruiter_owner
968,25,Medical Coder,Healthcare,Permanent,"Boston, MA",High,3,0.0,123452.91,2023-09-14,2023-11-17,Open,6
969,14,Clinical Data Manager,Pharma,Permanent,"Miami, FL",Low,5,0.0,117254.13,2023-04-12,2023-07-15,Open,8
970,46,React Developer,IT,Contract,"Dallas, TX",Medium,1,94.17,65.65,2023-07-01,2023-08-30,Open,9
971,9,Actuary,Insurance,Contract,"Chicago, IL",Low,2,119.87,82.13,2024-04-23,2024-06-18,Open,21
972,41,Business Analyst,IT,Permanent,"Charlotte, NC",Low,5,0.0,137916.4,2022-03-27,2022-07-25,Open,14
973,40,Telecom Engineer,Telecom,Contract,"Austin, TX",High,5,75.97,52.09,2024-04-23,2024-07-07,Open,9
974,35,Java Developer,IT,Permanent,"Newark, NJ",Medium,10,0.0,72983.2,2023-12-06,2024-02-22,Closed,7
975,29,Mechanical Engineer,Manufacturing,Contract,"Nashville, TN",High,8,75.94,53.19,2024-04-07,2024-06-26,Open,24
976,28,Accounting Manager,Finance,Contract,"Orlando, FL",High,3,61.87,45.04,2022-07-05,2022-10-01,Open,19
977,47,Physical Therapist,Healthcare,Contract,"San Francisco, CA",Low,4,101.81,69.45,2022-07-01,2022-09-19,Open,5
978,28,.NET Developer,IT,Contract,"Boston, MA",High,1,86.4,64.33,2022-04-13,2022-07-19,Closed,4
979,25,RN - ICU,Healthcare,Contract,"Nashville, TN",High,2,58.8,40.06,2022-02-14,2022-04-01,Open,5
980,39,Financial Analyst,Finance,Contract,"San Jose, CA",High,4,113.39,77.21,2023-07-10,2023-09-21,Open,16
981,37,Credit Analyst,Finance,Contract-to-Hire,"Orlando, FL",High,9,115.24,81.91,2022-06-08,2022-08-08,Open,21
982,8,Pharmacy Tech,Healthcare,Contract,"Atlanta, GA",Medium,3,115.99,80.07,2022-04-16,2022-07-20,Open,8
983,15,Java Developer,IT,Contract-to-Hire,"Atlanta, GA",Medium,2,80.83,57.82,2022-08-20,2022-12-15,Filled,6
984,15,DevOps Engineer,IT,Contract,"Houston, TX",High,6,126.52,89.6,2023-09-23,2023-12-04,Open,2
985,10,Radiologist Technician,Healthcare,Contract,"San Francisco, CA",High,5,84.29,60.14,2023-11-27,2024-02-19,Closed,10
986,7,Business Analyst,IT,Contract,"Seattle, WA",High,3,123.3,92.0,2024-04-10,2024-05-19,Open,11
987,25,Data Engineer,IT,Contract-to-Hire,"Orlando, FL",High,10,107.71,81.7,2024-04-14,2024-05-22,Filled,24
988,10,Cloud Architect,IT,Contract,"Baltimore, MD",Medium,8,75.84,52.54,2023-01-30,2023-04-15,Filled,16
989,27,Compliance Officer,Finance,Permanent,"Charlotte, NC",High,7,0.0,124512.62,2022-05-22,2022-09-12,Filled,18
990,35,Physical Therapist,Healthcare,Permanent,"Columbus, OH",Medium,2,0.0,101945.11,2024-04-21,2024-06-19,Closed,23
991,34,RN - ER,Healthcare,Permanent,"Newark, NJ",High,4,0.0,123244.44,2022-08-13,2022-12-10,Open,1
992,2,Cybersecurity Analyst,IT,Contract,"San Jose, CA",Medium,3,94.67,73.44,2022-03-03,2022-05-16,Open,15
993,36,Data Engineer,IT,Contract-to-Hire,"Dallas, TX",High,3,69.4,52.94,2024-02-04,2024-03-22,Filled,24
994,45,Java Developer,IT,Contract-to-Hire,"Minneapolis, MN",Medium,10,79.73,59.81,2023-08-19,2023-09-27,Open,1
995,24,Data Engineer,IT,Contract,"Detroit, MI",High,3,56.32,38.73,2024-04-13,2024-07-05,Filled,24
996,48,Data Engineer,IT,Permanent,"Atlanta, GA",Medium,8,0.0,117392.29,2023-04-27,2023-07-18,Open,10
997,10,DevOps Engineer,IT,Contract,"Baltimore, MD",High,1,120.49,82.32,2022-06-27,2022-09-29,Filled,14
998,30,Risk Analyst,Finance,Permanent,"Seattle, WA",Medium,4,0.0,118355.51,2023-08-09,2023-11-11,Filled,6
999,6,Cloud Architect,IT,Permanent,"Los Angeles, CA",Medium,10,0.0,93317.02,2024-01-31,2024-03-28,Open,8
1000,12,RN - ICU,Healthcare,Permanent,"Houston, TX",Medium,8,0.0,110381.26,2024-04-16,2024-08-12,Open,21
1001,26,Financial Analyst,Finance,Contract-to-Hire,"Nashville, TN",Medium,2,63.19,48.05,2023-03-11,2023-05-04,Open,3
1002,39,Business Analyst,IT,Contract,"Columbus, OH",High,10,52.24,37.0,2022-04-20,2022-05-28,Open,25
1003,20,Actuary,Insurance,Contract,"Dallas, TX",High,10,94.14,70.02,2022-09-04,2022-11-07,Closed,2
1004,31,Clinical Data Manager,Pharma,Contract,"Atlanta, GA",Medium,7,53.84,37.11,2022-01-09,2022-03-25,Closed,7
1005,49,SQL Developer,IT,Contract-to-Hire,"Portland, OR",Medium,7,108.06,84.0,2023-11-22,2024-01-03,Closed,4
1006,50,Medical Coder,Healthcare,Contract,"Orlando, FL",Medium,3,51.89,39.42,2023-08-24,2023-09-27,Open,22
1007,6,LPN,Healthcare,Contract,"New York, NY",High,3,126.23,88.76,2024-04-06,2024-08-01,Closed,17
1008,39,Accounting Manager,Finance,Permanent,"Charlotte, NC",Medium,5,0.0,134767.04,2023-04-04,2023-05-20,Open,20
1009,28,Supply Chain Analyst,Logistics,Contract,"Boston, MA",Low,10,121.25,91.84,2022-09-02,2022-10-28,Open,5
1010,41,Clinical Data Manager,Pharma,Contract-to-Hire,"Baltimore, MD",High,8,57.79,39.38,2022-11-13,2023-02-21,Open,15
1011,11,SQL Developer,IT,Contract,"McLean, VA",High,3,62.92,44.55,2022-12-28,2023-02-07,Filled,9
1012,17,Physical Therapist,Healthcare,Contract-to-Hire,"San Jose, CA",High,6,102.02,70.81,2023-08-06,2023-11-06,Open,13
1013,40,RN - ER,Healthcare,Contract,"Phoenix, AZ",High,7,85.27,62.35,2022-11-18,2023-02-03,Closed,15
1014,44,Cloud Architect,IT,Contract,"Newark, NJ",Low,1,99.65,74.18,2024-03-20,2024-05-20,Open,4
1015,25,React Developer,IT,Contract,"Chicago, IL",High,6,95.61,73.18,2023-02-02,2023-05-02,Filled,15
1016,35,Financial Analyst,Finance,Contract-to-Hire,"San Jose, CA",High,7,58.73,41.0,2023-02-11,2023-05-07,Open,3
1017,22,SQL Developer,IT,Permanent,"Portland, OR",High,5,0.0,101472.13,2024-01-30,2024-04-29,Filled,2
1018,10,Pharmacy Tech,Healthcare,Contract-to-Hire,"Detroit, MI",Medium,1,61.64,43.23,2022-02-02,2022-05-19,Open,14
1019,14,Physical Therapist,Healthcare,Contract,"Baltimore, MD",Medium,5,66.92,45.66,2023-12-02,2024-02-24,Open,3
1020,5,Data Engineer,IT,Contract,"Portland, OR",Low,4,82.41,58.5,2023-04-08,2023-06-30,Open,6
1021,4,Mechanical Engineer,Manufacturing,Contract,"Baltimore, MD",High,6,121.6,87.9,2022-11-01,2022-12-22,Filled,16
1022,35,Physical Therapist,Healthcare,Contract,"Portland, OR",High,9,127.25,92.09,2023-08-08,2023-10-26,Closed,7
1023,47,.NET Developer,IT,Permanent,"Charlotte, NC",High,3,0.0,111238.43,2023-11-12,2024-01-21,Filled,5
1024,21,Physical Therapist,Healthcare,Contract,"Seattle, WA",Medium,3,113.36,84.72,2023-06-18,2023-07-18,Filled,21
1025,7,Clinical Data Manager,Pharma,Contract,"Philadelphia, PA",High,10,67.49,52.5,2023-12-15,2024-03-23,Filled,7
1026,14,Business Analyst,IT,Contract,"Austin, TX",High,5,127.74,94.23,2023-01-15,2023-04-01,Open,17
1027,8,Mechanical Engineer,Manufacturing,Contract-to-Hire,"Philadelphia, PA",Low,7,101.91,73.95,2022-12-27,2023-03-12,Closed,25
1028,8,SQL Developer,IT,Contract,"Columbus, OH",Low,7,86.71,62.2,2023-09-02,2023-10-22,Filled,10
1029,43,Supply Chain Analyst,Logistics,Contract-to-Hire,"San Jose, CA",High,1,100.73,75.57,2022-03-31,2022-05-13,Closed,14
1030,32,DevOps Engineer,IT,Permanent,"San Jose, CA",Low,10,0.0,134542.17,2023-10-11,2024-01-05,Open,22
1031,27,React Developer,IT,Contract,"Boston, MA",Medium,2,67.83,49.21,2022-04-28,2022-06-22,Open,15
1032,42,RN - ER,Healthcare,Contract-to-Hire,"Chicago, IL",Medium,5,50.61,36.31,2023-06-04,2023-08-09,Open,14
1033,16,Risk Analyst,Finance,Contract,"Austin, TX",Medium,9,122.01,88.02,2022-01-27,2022-03-17,Closed,11
1034,11,SQL Developer,IT,Permanent,"Chicago, IL",High,10,0.0,139462.18,2023-07-24,2023-10-12,Filled,2
1035,37,Project Engineer,Energy,Contract-to-Hire,"Newark, NJ",Medium,9,60.31,44.85,2022-06-27,2022-09-16,Open,14
1036,7,Network Engineer,IT,Contract,"Boston, MA",Medium,9,90.34,67.14,2024-02-20,2024-06-09,Open,11
1037,6,Cybersecurity Analyst,IT,Contract,"Baltimore, MD",High,10,52.05,35.45,2023-08-31,2023-10-19,Closed,3
1038,25,Clinical Data Manager,Pharma,Contract,"Denver, CO",Medium,3,109.39,75.81,2023-10-12,2024-01-30,Open,21
1039,15,Telecom Engineer,Telecom,Contract,"Newark, NJ",Medium,1,65.51,50.05,2024-03-09,2024-05-26,Open,3
1040,10,Actuary,Insurance,Contract,"San Jose, CA",Low,2,101.07,74.58,2022-04-24,2022-07-21,Open,5
1041,17,React Developer,IT,Contract,"McLean, VA",High,8,57.42,41.88,2022-08-01,2022-10-20,Open,14
1042,32,.NET Developer,IT,Contract,"Charlotte, NC",High,3,66.82,48.24,2023-10-11,2024-01-06,Open,1
1043,12,Telecom Engineer,Telecom,Permanent,"Dallas, TX",Medium,8,0.0,112341.01,2022-05-01,2022-07-13,Closed,20
1044,1,Pharmacy Tech,Healthcare,Contract,"San Jose, CA",High,9,91.74,64.72,2022-07-17,2022-11-01,Open,17
1045,49,Medical Coder,Healthcare,Contract,"New York, NY",High,4,67.3,48.22,2022-01-31,2022-04-12,Open,24
1046,9,Compliance Officer,Finance,Contract,"Houston, TX",Low,5,71.89,50.32,2022-12-23,2023-04-22,Filled,24
1047,32,Project Engineer,Energy,Contract-to-Hire,"New York, NY",High,5,91.01,65.53,2022-09-14,2022-11-05,Filled,4
1048,50,Clinical Data Manager,Pharma,Permanent,"New York, NY",Medium,8,0.0,88368.88,2024-01-10,2024-04-11,Filled,20
1049,18,Accounting Manager,Finance,Contract,"Philadelphia, PA",Medium,6,99.83,73.95,2022-07-24,2022-11-03,Open,15
1050,3,Salesforce Developer,IT,Permanent,"Philadelphia, PA",Low,6,0.0,83979.77,2022-10-28,2023-02-12,Filled,1
1051,12,DevOps Engineer,IT,Contract,"Chicago, IL",Medium,6,84.35,58.93,2022-03-16,2022-05-12,Open,25
1052,8,SQL Developer,IT,Contract,"Charlotte, NC",Low,6,75.49,51.42,2022-08-07,2022-11-04,Open,18
1053,25,.NET Developer,IT,Contract,"San Jose, CA",Low,2,98.14,71.91,2023-07-29,2023-10-02,Closed,21
1054,44,RN - ER,Healthcare,Contract-to-Hire,"New York, NY",Medium,1,75.42,53.7,2022-02-20,2022-05-24,Open,14
1055,8,DevOps Engineer,IT,Contract-to-Hire,"Boston, MA",High,5,63.69,45.39,2022-08-31,2022-12-12,Open,21
1056,37,Project Engineer,Energy,Contract,"Boston, MA",Low,1,122.93,87.09,2022-02-07,2022-05-16,Open,21
1057,5,Java Developer,IT,Contract-to-Hire,"Newark, NJ",Medium,6,57.61,43.8,2022-11-05,2023-01-09,Filled,3
1058,50,Pharmacy Tech,Healthcare,Contract,"Atlanta, GA",Medium,2,89.51,61.29,2023-12-15,2024-03-12,Open,20
1059,2,DevOps Engineer,IT,Contract,"San Jose, CA",Medium,4,53.83,36.66,2022-11-27,2023-03-25,Open,3
1060,47,Cybersecurity Analyst,IT,Contract,"Austin, TX",Medium,1,115.29,84.59,2023-12-06,2024-01-11,Open,2
1061,5,React Developer,IT,Contract,"Boston, MA",High,3,76.35,56.6,2022-10-04,2023-01-31,Closed,15
1062,9,DevOps Engineer,IT,Contract,"Philadelphia, PA",High,9,118.95,89.84,2023-10-15,2024-01-10,Closed,8
1063,31,Clinical Data Manager,Pharma,Contract-to-Hire,"Newark, NJ",High,5,128.11,91.24,2023-05-10,2023-07-07,Open,23
1064,23,.NET Developer,IT,Permanent,"Chicago, IL",High,2,0.0,127665.66,2023-11-07,2024-02-27,Open,16
1065,14,Python Developer,IT,Contract,"Boston, MA",High,6,103.64,75.33,2022-07-12,2022-10-12,Open,19
1066,34,Credit Analyst,Finance,Permanent,"Baltimore, MD",Medium,3,0.0,129384.41,2022-11-16,2023-03-16,Closed,4
1067,9,Actuary,Insurance,Contract,"Denver, CO",High,7,123.34,88.63,2023-09-28,2024-01-01,Open,3
1068,28,Cloud Architect,IT,Contract,"Detroit, MI",High,8,104.9,81.31,2023-10-26,2023-12-08,Open,24
1069,16,DevOps Engineer,IT,Contract,"Austin, TX",Low,8,121.53,84.91,2023-05-03,2023-08-25,Open,9
1070,36,DevOps Engineer,IT,Contract,"Boston, MA",Low,6,78.35,54.94,2023-05-30,2023-08-23,Open,15
1071,24,Cloud Architect,IT,Contract,"Philadelphia, PA",High,7,53.93,38.74,2022-07-18,2022-09-23,Open,20
1072,34,Cloud Architect,IT,Permanent,"Philadelphia, PA",High,4,0.0,102021.22,2022-04-22,2022-08-17,Open,8
1073,4,DevOps Engineer,IT,Contract,"Columbus, OH",High,10,96.02,67.59,2022-04-14,2022-06-18,Filled,13
1074,7,RN - ICU,Healthcare,Contract,"Seattle, WA",High,4,108.71,83.48,2023-05-23,2023-07-18,Open,21
1075,46,React Developer,IT,Permanent,"Austin, TX",Low,10,0.0,86598.4,2022-04-07,2022-05-30,Filled,24
1076,45,React Developer,IT,Contract,"San Francisco, CA",Medium,3,63.62,47.6,2022-07-11,2022-09-21,Open,22
1077,28,Physical Therapist,Healthcare,Contract,"Houston, TX",High,10,51.67,40.17,2022-06-24,2022-10-18,Open,16
1078,1,Clinical Data Manager,Pharma,Contract-to-Hire,"Dallas, TX",Low,5,119.86,87.17,2024-04-18,2024-05-20,Open,17
1079,11,Medical Coder,Healthcare,Contract,"Newark, NJ",Medium,6,112.02,77.29,2022-12-10,2023-03-07,Closed,9
1080,32,Risk Analyst,Finance,Contract,"McLean, VA",Medium,9,79.14,53.92,2022-11-05,2023-03-05,Closed,16
1081,18,DevOps Engineer,IT,Permanent,"Austin, TX",High,3,0.0,119616.17,2022-06-01,2022-08-22,Open,16
1082,16,Java Developer,IT,Permanent,"Philadelphia, PA",High,4,0.0,120575.93,2023-01-04,2023-03-01,Filled,21
1083,18,DevOps Engineer,IT,Permanent,"Denver, CO",Medium,6,0.0,132441.6,2023-06-24,2023-08-15,Open,13
1084,27,Clinical Data Manager,Pharma,Contract,"Miami, FL",Low,2,74.75,51.14,2023-12-20,2024-03-02,Filled,15
1085,23,Clinical Data Manager,Pharma,Contract,"Minneapolis, MN",High,9,58.82,40.05,2022-05-31,2022-08-28,Open,20
1086,43,Pharmacy Tech,Healthcare,Contract,"Atlanta, GA",High,4,74.29,52.66,2022-01-16,2022-04-14,Open,19
1087,4,DevOps Engineer,IT,Contract-to-Hire,"Minneapolis, MN",Medium,3,74.47,53.84,2022-01-01,2022-02-06,Open,10
1088,33,Project Engineer,Energy,Permanent,"Houston, TX",High,4,0.0,76627.78,2024-01-01,2024-03-05,Filled,19
1089,6,Actuary,Insurance,Contract,"McLean, VA",Medium,7,67.51,49.1,2022-09-12,2023-01-06,Filled,4
1090,17,Telecom Engineer,Telecom,Contract,"Philadelphia, PA",Low,3,97.76,68.17,2023-11-27,2024-02-06,Open,9
1091,27,Data Engineer,IT,Permanent,"Atlanta, GA",Low,8,0.0,79964.24,2022-03-29,2022-06-05,Closed,6
1092,28,RN - ICU,Healthcare,Contract,"Charlotte, NC",Medium,8,61.09,44.24,2023-05-31,2023-09-25,Open,14
1093,27,LPN,Healthcare,Contract-to-Hire,"Austin, TX",High,3,86.9,67.02,2024-02-25,2024-05-18,Closed,10
1094,16,Project Engineer,Energy,Permanent,"Los Angeles, CA",Low,5,0.0,103415.51,2023-09-28,2024-01-05,Open,25
1095,26,Supply Chain Analyst,Logistics,Contract,"Baltimore, MD",High,2,82.24,55.97,2023-06-15,2023-09-11,Open,9
1096,42,Mechanical Engineer,Manufacturing,Contract,"Atlanta, GA",Medium,1,76.68,52.89,2023-08-03,2023-11-02,Open,24
1097,44,Clinical Data Manager,Pharma,Permanent,"Dallas, TX",Low,3,0.0,120452.26,2023-12-20,2024-02-14,Closed,24
1098,9,Physical Therapist,Healthcare,Contract,"Los Angeles, CA",Medium,1,121.6,90.47,2022-11-05,2023-02-23,Filled,20
1099,13,Compliance Officer,Finance,Contract,"San Jose, CA",High,4,55.37,38.5,2023-06-17,2023-07-29,Open,16
1100,33,Java Developer,IT,Contract-to-Hire,"Atlanta, GA",High,4,81.26,62.78,2023-02-19,2023-05-21,Closed,9
1101,40,Mechanical Engineer,Manufacturing,Contract-to-Hire,"Philadelphia, PA",High,3,118.75,88.08,2022-05-30,2022-09-18,Open,24
1102,16,Risk Analyst,Finance,Contract,"New York, NY",Medium,5,90.92,68.19,2023-05-03,2023-08-02,Open,19
1103,24,Physical Therapist,Healthcare,Contract,"San Jose, CA",Medium,3,81.3,60.96,2023-04-21,2023-07-13,Open,10
1104,8,LPN,Healthcare,Permanent,"Detroit, MI",Low,8,0.0,94207.2,2022-11-07,2022-12-11,Open,12
1105,30,Data Engineer,IT,Contract-to-Hire,"McLean, VA",High,6,72.15,56.15,2023-05-28,2023-08-30,Closed,13
1106,5,Medical Coder,Healthcare,Contract,"Newark, NJ",Medium,3,102.47,73.29,2023-07-31,2023-10-12,Open,25
1107,20,Risk Analyst,Finance,Contract-to-Hire,"Orlando, FL",Low,3,55.46,42.37,2023-01-21,2023-04-21,Closed,23
1108,33,Actuary,Insurance,Permanent,"Portland, OR",Low,6,0.0,84441.95,2022-11-28,2023-03-13,Closed,20
1109,26,Mechanical Engineer,Manufacturing,Contract,"San Francisco, CA",High,8,53.59,41.01,2022-08-26,2022-10-07,Filled,11
1110,15,Credit Analyst,Finance,Contract,"Newark, NJ",High,1,58.43,44.88,2023-01-29,2023-04-22,Closed,9
1111,3,DevOps Engineer,IT,Contract,"Nashville, TN",Medium,2,85.32,61.21,2022-01-31,2022-03-24,Filled,13
1112,41,Data Engineer,IT,Permanent,"New York, NY",Medium,5,0.0,106735.12,2022-09-16,2022-12-17,Open,7
1113,11,Accounting Manager,Finance,Contract-to-Hire,"New York, NY",High,2,115.11,87.58,2022-03-30,2022-07-12,Open,2
1114,9,Project Engineer,Energy,Contract,"Columbus, OH",High,9,78.76,56.77,2022-03-15,2022-05-27,Filled,7
1115,14,Mechanical Engineer,Manufacturing,Permanent,"Miami, FL",Low,9,0.0,127068.18,2022-12-27,2023-03-12,Open,3
1116,28,LPN,Healthcare,Contract-to-Hire,"Los Angeles, CA",Medium,2,119.92,88.37,2024-03-12,2024-06-16,Open,16
1117,4,Network Engineer,IT,Permanent,"Austin, TX",Medium,7,0.0,105540.35,2022-08-18,2022-10-24,Open,3
1118,11,Supply Chain Analyst,Logistics,Contract,"Miami, FL",Medium,7,55.98,41.29,2023-09-18,2023-12-21,Closed,2
1119,45,Pharmacy Tech,Healthcare,Contract,"Seattle, WA",High,6,96.62,74.75,2023-10-31,2023-12-03,Filled,9
1120,22,Cybersecurity Analyst,IT,Contract,"Newark, NJ",High,4,61.14,44.92,2022-12-04,2023-03-28,Filled,3
1121,37,Project Engineer,Energy,Permanent,"Baltimore, MD",Medium,2,0.0,117731.81,2024-04-06,2024-05-10,Filled,20
1122,40,Accounting Manager,Finance,Contract,"Los Angeles, CA",High,1,121.0,88.07,2022-10-05,2022-11-09,Filled,17
1123,42,Network Engineer,IT,Contract,"Chicago, IL",High,4,84.52,60.04,2022-01-22,2022-02-28,Closed,20
1124,25,Supply Chain Analyst,Logistics,Contract,"Baltimore, MD",High,7,94.2,64.55,2023-01-22,2023-05-21,Filled,18
1125,8,Data Engineer,IT,Contract-to-Hire,"McLean, VA",Medium,7,59.44,44.08,2022-12-27,2023-02-19,Open,8
1126,6,Network Engineer,IT,Permanent,"Philadelphia, PA",Low,1,0.0,65753.72,2024-02-05,2024-05-13,Open,24
1127,4,Network Engineer,IT,Contract,"Atlanta, GA",Medium,10,54.53,39.47,2022-02-14,2022-04-25,Open,10
1128,39,Data Engineer,IT,Contract-to-Hire,"Houston, TX",Low,4,88.3,61.12,2022-03-20,2022-05-21,Filled,23
1129,23,Accounting Manager,Finance,Contract,"McLean, VA",Medium,4,85.48,60.71,2024-03-09,2024-06-17,Closed,9
1130,45,SQL Developer,IT,Permanent,"Dallas, TX",Low,8,0.0,102758.41,2022-12-21,2023-03-13,Open,3
1131,9,Cybersecurity Analyst,IT,Permanent,"Newark, NJ",High,6,0.0,82290.19,2023-07-21,2023-09-15,Open,2
1132,45,Network Engineer,IT,Contract-to-Hire,"San Jose, CA",High,5,101.99,73.98,2022-01-22,2022-04-25,Open,19
1133,20,RN - ICU,Healthcare,Contract,"Boston, MA",Medium,7,54.78,41.93,2023-05-23,2023-06-24,Filled,2
1134,14,Network Engineer,IT,Contract-to-Hire,"Dallas, TX",High,9,64.75,46.82,2023-11-08,2024-01-16,Open,1
1135,39,Actuary,Insurance,Contract,"Baltimore, MD",High,6,123.82,95.43,2023-08-29,2023-10-25,Closed,14
1136,28,Supply Chain Analyst,Logistics,Contract,"Newark, NJ",Low,8,114.59,84.26,2023-11-26,2024-01-31,Filled,19
1137,37,Accounting Manager,Finance,Permanent,"Boston, MA",High,1,0.0,84507.55,2023-04-24,2023-06-23,Open,22
1138,6,Cloud Architect,IT,Contract,"Detroit, MI",Low,5,111.71,79.27,2023-02-09,2023-03-15,Open,9
1139,17,Risk Analyst,Finance,Permanent,"Atlanta, GA",Medium,5,0.0,65925.43,2023-08-06,2023-11-28,Open,15
1140,2,LPN,Healthcare,Contract-to-Hire,"McLean, VA",Low,4,50.71,34.67,2023-05-07,2023-08-26,Filled,2
1141,6,Clinical Data Manager,Pharma,Contract,"Houston, TX",Medium,5,121.76,89.51,2023-03-28,2023-05-20,Open,16
1142,15,Data Engineer,IT,Contract,"Dallas, TX",High,3,61.75,45.81,2022-08-27,2022-10-10,Closed,15
1143,21,Clinical Data Manager,Pharma,Contract,"Portland, OR",High,6,94.27,66.25,2022-09-23,2022-11-24,Closed,23
1144,39,Python Developer,IT,Contract,"Denver, CO",High,4,77.98,53.63,2022-04-26,2022-07-30,Open,11
1145,24,Clinical Data Manager,Pharma,Contract-to-Hire,"Atlanta, GA",Medium,10,55.71,40.26,2022-05-27,2022-06-29,Open,11
1146,42,RN - ER,Healthcare,Contract,"Phoenix, AZ",Medium,1,87.65,68.13,2022-02-01,2022-03-23,Open,5
1147,38,Actuary,Insurance,Contract,"Charlotte, NC",Low,6,58.5,41.02,2023-06-08,2023-09-11,Open,13
1148,38,Mechanical Engineer,Manufacturing,Contract,"Baltimore, MD",High,4,102.56,71.28,2023-10-27,2023-12-06,Closed,17
1149,41,Clinical Data Manager,Pharma,Permanent,"Columbus, OH",Low,1,0.0,120046.34,2024-01-21,2024-03-06,Closed,16
1150,34,Risk Analyst,Finance,Permanent,"Seattle, WA",Medium,4,0.0,98076.31,2022-07-19,2022-10-30,Open,8
1151,50,Project Engineer,Energy,Contract,"San Jose, CA",Medium,7,68.47,48.72,2023-12-11,2024-02-09,Open,3
1152,36,Business Analyst,IT,Permanent,"McLean, VA",Low,4,0.0,70733.28,2023-11-01,2024-01-31,Filled,14
1153,37,Network Engineer,IT,Contract,"Philadelphia, PA",High,10,124.06,87.4,2023-11-22,2024-03-05,Open,10
1154,21,SQL Developer,IT,Contract,"Los Angeles, CA",High,3,56.52,40.81,2023-08-13,2023-11-14,Filled,1
1155,8,Salesforce Developer,IT,Contract-to-Hire,"Orlando, FL",High,1,71.07,52.27,2024-01-31,2024-03-13,Filled,1
1156,11,Compliance Officer,Finance,Contract,"Boston, MA",High,7,60.59,46.45,2023-03-09,2023-05-23,Closed,8
1157,19,Compliance Officer,Finance,Contract,"Charlotte, NC",Low,2,76.94,58.66,2023-08-29,2023-12-14,Open,3
1158,23,Accounting Manager,Finance,Contract-to-Hire,"Newark, NJ",Medium,3,122.85,91.29,2023-03-23,2023-05-29,Open,24
1159,38,Credit Analyst,Finance,Permanent,"Austin, TX",Medium,8,0.0,71284.21,2023-08-31,2023-12-14,Filled,11
1160,12,LPN,Healthcare,Permanent,"Seattle, WA",High,5,0.0,119189.99,2024-03-02,2024-04-13,Filled,11
1161,37,Python Developer,IT,Permanent,"Detroit, MI",Medium,6,0.0,132297.62,2023-06-05,2023-08-28,Filled,11
1162,12,Credit Analyst,Finance,Contract,"Newark, NJ",Low,5,53.35,41.32,2022-08-04,2022-10-28,Closed,20
1163,7,SQL Developer,IT,Contract,"Seattle, WA",High,3,72.78,50.35,2023-05-14,2023-08-08,Open,9
1164,49,Radiologist Technician,Healthcare,Contract,"Los Angeles, CA",Low,9,123.96,92.55,2022-04-09,2022-06-04,Open,1
1165,3,Radiologist Technician,Healthcare,Permanent,"New York, NY",High,6,0.0,105343.69,2022-01-07,2022-04-09,Open,10
1166,28,Clinical Data Manager,Pharma,Contract-to-Hire,"Atlanta, GA",High,8,91.67,69.95,2022-04-23,2022-08-21,Filled,16
1167,6,Cloud Architect,IT,Contract,"San Jose, CA",High,2,129.45,97.5,2022-12-29,2023-02-07,Open,6
1168,22,Medical Coder,Healthcare,Contract,"Minneapolis, MN",Medium,1,86.28,65.02,2024-03-06,2024-04-14,Filled,4
1169,46,Actuary,Insurance,Permanent,"Columbus, OH",High,1,0.0,88814.54,2023-11-08,2024-02-26,Open,5
1170,25,Clinical Data Manager,Pharma,Contract,"Los Angeles, CA",Medium,5,103.87,73.39,2023-05-12,2023-07-04,Open,7
1171,6,Financial Analyst,Finance,Permanent,"Newark, NJ",Medium,2,0.0,129286.76,2022-08-08,2022-09-07,Filled,18
1172,14,Radiologist Technician,Healthcare,Contract,"Phoenix, AZ",Low,4,53.11,39.77,2023-01-25,2023-05-15,Open,16
1173,43,Medical Coder,Healthcare,Contract,"Atlanta, GA",Medium,7,120.23,91.86,2023-11-16,2024-02-16,Closed,12
1174,31,Pharmacy Tech,Healthcare,Contract,"Baltimore, MD",Medium,8,57.72,39.9,2024-02-22,2024-04-28,Open,8
1175,28,Risk Analyst,Finance,Contract,"Minneapolis, MN",Medium,3,64.1,49.72,2022-04-27,2022-07-10,Filled,16
1176,27,Radiologist Technician,Healthcare,Contract,"New York, NY",High,9,52.32,36.98,2024-03-12,2024-06-02,Open,9
1177,21,Risk Analyst,Finance,Contract-to-Hire,"Boston, MA",Medium,8,81.31,58.88,2022-09-24,2022-10-30,Open,11
1178,3,Financial Analyst,Finance,Contract,"San Francisco, CA",High,10,85.81,60.25,2023-07-03,2023-08-28,Closed,11
1179,39,Data Engineer,IT,Permanent,"Newark, NJ",High,6,0.0,66493.99,2022-01-22,2022-04-10,Open,25
1180,36,Credit Analyst,Finance,Contract,"McLean, VA",High,9,102.39,74.94,2023-07-03,2023-08-27,Filled,23
1181,19,Network Engineer,IT,Contract,"New York, NY",High,1,122.85,87.61,2023-07-21,2023-09-20,Open,25
1182,7,Medical Coder,Healthcare,Permanent,"Orlando, FL",Medium,5,0.0,94845.31,2022-02-13,2022-04-04,Open,8
1183,50,Financial Analyst,Finance,Contract,"Boston, MA",High,5,52.7,39.79,2023-11-03,2024-01-23,Open,3
1184,33,.NET Developer,IT,Contract-to-Hire,"Columbus, OH",High,10,51.61,38.93,2023-09-12,2023-10-31,Filled,7
