activity_id,recruiter_id,activity_date,calls_made,emails_sent,submissions,interviews_scheduled,placements
5175,14,2022-08-01,18,42,2,0,1
5176,14,2023-12-11,38,24,3,4,1
5177,14,2022-06-06,33,42,4,4,2
5178,14,2022-03-14,38,39,4,4,0
5179,14,2024-03-25,36,43,4,1,0
5180,14,2022-08-08,42,24,6,4,1
5181,14,2022-03-07,13,30,7,1,2
5182,14,2022-09-05,44,46,3,4,0
5183,14,2022-09-26,26,56,1,0,0
5184,14,2023-05-01,33,41,1,5,1
5185,14,2023-05-01,28,54,7,5,1
5186,14,2022-04-11,24,40,7,5,1
5187,14,2022-09-19,36,23,5,4,0
5188,14,2024-01-22,13,70,2,0,2
5189,14,2023-12-25,30,24,2,3,2
5190,14,2023-09-04,18,32,7,2,0
5191,14,2024-01-08,33,52,5,2,0
5192,14,2024-03-11,15,37,3,0,0
5193,14,2023-01-30,31,39,2,3,1
5194,14,2024-02-05,27,40,0,3,0
5195,14,2024-06-24,28,25,4,4,0
5196,14,2023-06-26,19,69,5,5,2
5197,14,2023-10-16,39,31,6,3,2
5198,14,2022-01-24,33,42,6,4,1
5199,14,2022-06-06,45,20,4,1,1
5200,14,2022-10-03,19,57,5,1,0
5201,14,2024-05-20,12,70,3,4,0
5202,14,2024-05-27,40,52,0,5,1
5203,14,2023-11-20,10,26,5,4,0
5204,14,2024-02-05,39,52,5,2,2
5205,14,2023-01-16,18,60,6,2,2
5206,14,2022-12-26,30,29,2,2,2
5207,14,2022-11-28,34,62,0,2,0
5208,14,2023-11-27,32,26,0,3,0
5209,14,2023-04-17,11,61,4,0,2
5210,14,2023-04-24,18,42,0,4,1
5211,14,2023-07-24,35,21,3,4,2
5212,14,2022-10-24,23,68,8,2,1
5213,14,2022-01-24,31,59,4,1,0
5214,14,2023-12-18,12,68,0,1,0
5215,14,2023-10-23,21,43,5,0,0
5216,14,2022-03-28,20,55,6,5,2
5217,14,2023-05-22,26,64,4,3,0
5218,14,2022-02-21,30,55,0,1,2
5219,14,2022-06-06,30,54,7,0,1
5220,14,2022-04-04,21,59,0,0,2
5221,14,2022-02-07,38,57,8,5,1
5222,14,2022-10-31,43,70,3,2,0
5223,14,2023-10-23,33,26,1,2,0
5224,14,2023-05-29,26,59,5,4,0
5225,14,2023-05-01,22,23,6,1,2
5226,14,2022-03-07,19,33,4,4,1
5227,14,2023-02-20,29,56,1,1,1
5228,14,2022-02-28,41,28,4,4,1
5229,14,2022-10-10,19,62,6,0,2
5230,14,2024-01-22,13,24,0,2,1
5231,14,2022-08-01,39,33,2,3,2
5232,14,2024-04-01,34,38,2,5,1
5233,14,2024-03-18,36,45,2,2,2
5234,14,2022-09-26,18,25,6,1,1
5235,14,2024-03-04,21,53,0,4,1
5236,14,2023-03-06,45,59,7,4,1
5237,14,2023-02-13,23,55,1,4,2
5238,14,2023-04-24,29,65,8,3,0
5239,14,2022-06-27,34,40,1,1,1
5240,14,2023-10-02,26,49,5,2,2
5241,14,2022-09-19,45,61,5,1,0
5242,14,2024-06-17,10,53,5,4,0
5243,14,2023-07-10,19,63,0,4,0
5244,14,2023-12-04,32,26,5,5,2
5245,14,2022-03-21,19,65,7,5,2
5246,14,2023-04-03,27,43,0,5,2
5247,14,2022-08-01,27,24,6,3,0
5248,14,2023-01-30,14,32,2,4,2
5249,14,2023-08-14,15,24,3,5,2
5250,14,2022-03-28,30,57,0,3,2
5251,14,2022-07-04,10,61,1,4,1
5252,14,2022-05-09,13,53,3,0,2
5253,14,2023-01-16,25,54,6,4,0
5254,14,2023-05-01,21,37,8,1,2
5255,14,2023-05-15,19,47,2,5,0
5256,14,2023-10-23,39,28,6,5,2
5257,14,2022-02-07,17,43,5,3,1
5258,14,2022-11-14,12,29,4,4,0
5259,14,2022-10-24,24,37,6,0,2
5260,14,2023-08-28,28,20,1,4,2
5261,14,2022-08-29,36,35,0,1,2
5262,14,2022-03-28,42,24,5,4,0
5263,14,2024-04-08,28,47,5,3,1
5264,14,2023-11-27,43,35,0,4,1
5265,14,2023-04-10,39,61,7,3,1
5266,14,2023-05-01,17,43,0,4,2
5267,14,2022-07-04,27,66,8,2,1
5268,14,2024-04-08,19,31,3,3,0
5269,14,2024-06-17,33,27,4,0,2
5270,14,2022-02-14,41,57,2,4,2
5271,14,2022-01-03,24,59,3,5,2
5272,14,2024-06-10,41,61,3,1,1
5273,14,2022-11-14,30,56,5,3,1
5274,14,2022-06-27,42,65,2,4,1
5275,14,2023-03-20,21,30,3,1,1
5276,14,2022-11-21,41,25,0,3,0
5277,14,2024-03-11,45,49,5,2,2
5278,14,2023-01-30,11,44,7,1,0
5279,14,2023-07-03,11,69,7,3,2
5280,14,2022-02-21,44,32,6,3,1
5281,14,2022-10-10,30,59,7,4,1
5282,14,2022-03-14,21,42,0,0,2
5283,14,2023-02-27,27,38,0,5,1
5284,14,2022-03-07,14,61,0,2,2
5285,14,2024-01-01,16,46,8,3,2
5286,14,2022-07-11,11,42,8,1,1
5287,14,2024-06-03,34,57,2,4,2
5288,14,2022-01-31,13,39,3,3,2
5289,14,2022-06-13,11,37,5,2,0
5290,14,2023-06-12,12,69,4,2,2
5291,14,2022-06-06,44,51,2,4,0
5292,14,2023-08-07,18,42,1,1,2
5293,14,2022-08-15,36,23,1,1,0
5294,14,2023-10-30,29,47,7,3,2
5295,14,2022-02-21,13,45,2,2,1
5296,14,2023-04-24,43,43,8,2,0
5297,14,2022-02-21,35,36,0,1,0
5298,14,2022-06-06,22,48,4,1,2
5299,14,2022-10-24,31,41,0,0,2
5300,14,2022-07-04,41,26,5,3,2
5301,14,2022-04-04,36,49,1,1,2
5302,14,2023-06-19,14,45,1,0,1
5303,14,2022-12-05,36,23,1,5,2
5304,14,2022-03-07,38,53,1,5,0
5305,14,2024-04-08,28,56,1,2,0
5306,14,2022-09-12,35,44,4,2,1
5307,14,2022-07-04,20,61,2,3,0
5308,14,2024-02-05,36,55,2,1,2
5309,14,2023-08-14,22,20,6,4,2
5310,14,2024-06-10,18,28,0,0,1
5311,14,2022-02-28,45,39,2,2,0
5312,14,2022-07-11,23,56,5,0,1
5313,14,2024-03-11,33,70,1,5,2
5314,14,2022-06-13,28,50,6,0,1
5315,14,2024-06-17,40,26,8,0,0
5316,14,2024-02-05,10,45,7,1,2
5317,14,2023-08-21,45,62,2,3,1
5318,14,2023-09-04,11,36,0,3,1
5319,14,2022-08-01,35,44,8,5,1
5320,14,2022-09-19,20,31,8,5,2
5321,14,2024-01-08,25,41,2,1,1
5322,14,2022-01-10,17,20,0,3,1
5323,14,2023-01-30,28,52,3,2,2
5324,14,2022-04-04,11,63,3,1,1
5325,14,2022-06-13,37,53,2,0,1
5326,14,2022-01-17,11,69,5,1,2
5327,14,2023-06-19,43,31,6,0,1
5328,14,2022-05-02,39,43,0,1,2
5329,14,2022-10-24,19,64,8,5,2
5330,14,2024-04-01,43,63,6,4,0
5331,14,2023-08-07,25,32,4,3,1
5332,14,2024-02-12,13,57,6,2,1
5333,14,2024-04-29,23,62,2,1,1
5334,14,2022-07-18,38,61,7,4,2
5335,14,2023-07-24,17,48,0,0,2
5336,14,2022-05-16,15,63,6,2,1
5337,14,2023-05-15,13,56,3,4,0
5338,14,2022-04-04,12,51,6,2,0
5339,14,2023-01-02,26,32,6,4,1
5340,14,2024-06-24,32,31,1,5,0
5341,14,2022-09-12,26,50,8,4,1
5342,14,2022-05-30,41,41,6,4,0
5343,14,2022-06-13,28,70,3,4,0
5344,14,2022-03-14,26,26,1,2,1
5345,14,2022-12-26,29,40,4,2,0
5346,14,2022-04-11,38,46,7,5,1
5347,14,2024-05-06,29,52,5,0,1
5348,14,2023-11-20,11,36,5,0,0
5349,14,2022-08-08,24,69,3,4,2
5350,14,2023-03-13,39,59,0,2,2
5351,14,2022-09-12,45,37,5,3,2
5352,14,2022-10-31,17,44,6,3,0
5353,14,2024-04-01,32,20,3,2,2
5354,14,2022-08-08,25,33,5,5,1
5355,14,2022-04-18,24,22,8,5,2
5356,14,2022-02-14,23,46,4,0,2
5357,14,2022-09-19,29,59,2,4,2
5358,14,2022-03-28,23,41,5,4,0
5359,14,2022-10-17,37,33,6,0,1
5360,14,2023-06-19,17,35,7,1,0
5361,14,2023-05-29,37,20,3,5,0
5362,14,2023-10-30,41,24,7,5,0
5363,14,2022-03-07,14,31,8,1,0
5364,14,2022-08-22,10,47,3,3,2
5365,14,2023-08-07,37,65,6,0,1
5366,14,2023-01-09,21,27,5,0,0
5367,14,2022-07-04,17,54,4,1,2
5368,14,2022-11-28,16,27,7,3,1
5369,14,2022-07-11,45,52,3,3,0
5370,14,2024-04-15,33,29,4,1,2
5371,14,2022-01-10,45,42,7,1,2
5372,14,2023-11-20,10,33,0,4,0
5373,14,2024-02-05,30,34,8,1,0
5374,14,2024-02-12,18,33,8,2,2
5375,14,2022-05-09,14,68,6,0,0
5376,14,2023-01-16,22,69,1,2,2
5377,14,2023-10-02,26,34,0,4,0
5378,14,2022-05-30,26,56,6,4,2
5379,14,2022-10-17,24,42,7,4,0
5380,14,2024-01-08,21,70,2,1,1
5381,14,2022-01-10,44,70,5,1,2
5382,14,2022-04-11,22,24,2,2,1
5383,14,2022-05-02,38,22,7,1,0
5384,14,2023-04-10,41,20,4,4,1
5385,14,2023-10-30,26,21,4,0,0
5386,14,2022-11-07,29,37,2,2,1
5387,14,2023-11-06,19,28,3,3,2
5388,14,2022-12-05,32,58,4,4,0
5389,14,2024-05-13,40,26,2,1,2
5390,14,2023-10-09,11,44,0,2,0
5391,14,2023-06-12,34,68,6,4,1
5392,14,2023-10-23,13,22,2,5,1
5393,14,2024-05-06,12,45,6,1,1
5394,14,2022-09-05,25,45,1,3,2
5395,14,2022-01-24,40,49,4,4,1
5396,14,2022-09-05,19,29,8,3,1
5397,14,2022-09-05,41,56,0,5,1
5398,14,2022-11-21,37,28,0,5,0
5399,14,2023-07-31,36,49,6,2,0
5400,14,2024-03-11,36,47,2,2,1
5401,14,2023-10-30,25,39,1,2,1
5402,14,2022-01-10,25,39,6,2,1
5403,14,2022-08-08,25,38,7,2,0
5404,14,2023-01-16,17,66,7,1,0
5405,14,2023-12-11,39,36,4,1,1
5406,15,2023-06-12,42,40,3,4,2
5407,15,2022-02-14,10,60,6,2,2
5408,15,2024-01-22,34,40,0,2,1
5409,15,2024-02-26,41,25,6,4,1
5410,15,2023-05-08,10,61,4,0,2
5411,15,2022-02-21,27,56,2,4,1
5412,15,2022-06-13,35,25,0,2,1
5413,15,2024-01-01,28,26,6,1,2
5414,15,2023-12-11,32,28,4,0,1
5415,15,2022-06-20,31,37,4,5,1
5416,15,2023-11-20,21,23,8,0,2
5417,15,2023-05-15,11,60,2,1,2
5418,15,2023-05-01,40,61,5,1,1
5419,15,2023-08-21,33,30,3,0,1
5420,15,2024-01-08,31,37,3,2,0
5421,15,2022-02-07,14,24,1,4,1
5422,15,2022-12-19,45,32,8,3,1
5423,15,2022-07-04,17,33,4,1,1
5424,15,2022-05-02,23,58,6,5,1
5425,15,2024-05-27,34,32,5,4,0
5426,15,2023-09-04,36,47,7,4,2
5427,15,2024-01-22,45,34,1,3,0
5428,15,2024-04-22,25,41,4,2,0
5429,15,2022-07-11,43,24,6,2,1
5430,15,2023-04-24,33,70,3,2,1
5431,15,2023-07-17,28,67,4,3,0
5432,15,2024-01-22,21,34,8,1,1
5433,15,2023-01-16,19,66,2,1,2
5434,15,2022-05-02,33,55,5,1,2
5435,15,2023-09-25,17,52,2,3,0
5436,15,2024-04-22,41,50,5,3,0
5437,15,2022-05-23,16,69,1,1,0
5438,15,2023-12-25,28,54,2,1,1
5439,15,2023-06-26,28,54,4,1,0
5440,15,2023-09-04,16,29,5,3,0
5441,15,2023-04-10,12,63,0,0,1
5442,15,2022-07-18,21,70,0,0,1
5443,15,2023-06-19,44,44,7,4,1
5444,15,2022-07-04,19,65,2,3,1
5445,15,2024-05-06,30,54,5,1,0
5446,15,2023-11-13,45,22,8,1,0
5447,15,2023-07-03,27,61,8,4,2
5448,15,2024-02-26,37,55,2,3,0
5449,15,2023-12-25,28,56,4,4,1
5450,15,2024-06-10,40,46,1,4,2
5451,15,2022-05-09,22,20,1,3,0
5452,15,2022-04-04,35,49,8,5,1
5453,15,2022-04-11,33,30,7,5,1
5454,15,2024-04-22,27,64,2,3,2
5455,15,2023-05-15,12,46,3,2,2
5456,15,2022-10-17,43,67,8,1,1
5457,15,2022-10-17,17,31,5,5,1
5458,15,2023-12-18,39,37,6,5,2
5459,15,2023-11-06,34,70,2,4,0
5460,15,2022-02-14,43,69,4,4,0
5461,15,2023-09-25,28,39,6,5,1
5462,15,2023-04-17,12,26,5,3,1
5463,15,2023-06-05,13,50,4,0,2
5464,15,2023-06-12,34,45,8,0,0
5465,15,2023-05-08,15,67,2,4,0
5466,15,2022-11-07,43,28,0,0,2
5467,15,2022-04-04,10,35,8,2,1
5468,15,2023-11-20,21,55,3,1,2
5469,15,2024-02-05,29,43,3,2,0
5470,15,2023-09-04,43,64,6,0,1
5471,15,2023-08-28,36,44,7,2,0
5472,15,2022-04-11,39,56,2,1,1
5473,15,2023-09-18,37,42,8,1,0
5474,15,2024-03-11,37,24,8,4,0
5475,15,2023-11-27,35,24,5,5,2
5476,15,2022-12-19,32,60,1,5,2
5477,15,2022-12-12,31,56,8,4,2
5478,15,2022-03-28,43,51,3,5,2
5479,15,2023-01-09,45,55,4,2,0
5480,15,2022-04-04,33,41,0,2,1
5481,15,2022-07-11,20,52,8,2,2
5482,15,2022-06-13,11,52,4,2,1
5483,15,2024-03-04,39,51,8,2,2
5484,15,2023-01-02,12,25,8,5,0
5485,15,2023-11-20,44,45,6,5,1
5486,15,2023-09-18,28,43,8,0,0
5487,15,2022-02-07,43,47,7,3,0
5488,15,2023-05-08,21,55,7,1,0
5489,15,2023-07-10,33,62,7,0,1
5490,15,2022-07-18,28,23,8,5,0
5491,15,2024-04-08,13,69,3,3,0
5492,15,2023-10-09,16,63,1,5,1
5493,15,2023-08-07,11,39,1,1,1
5494,15,2023-02-13,27,69,2,5,1
5495,15,2022-05-23,42,70,2,1,0
5496,15,2022-11-07,25,38,6,0,0
5497,15,2023-08-14,25,49,0,5,0
5498,15,2023-03-13,30,40,5,0,2
5499,15,2023-04-17,32,29,7,3,0
5500,15,2023-11-27,39,60,3,3,2
5501,15,2022-02-21,21,34,0,1,2
5502,15,2022-02-21,36,38,4,2,2
5503,15,2022-10-31,18,34,0,4,2
5504,15,2023-11-06,26,58,6,0,2
5505,15,2022-05-30,17,37,6,3,0
5506,15,2024-01-29,38,62,5,0,0
5507,15,2023-10-16,35,58,5,1,1
5508,15,2024-02-19,11,43,0,3,0
5509,15,2024-05-20,41,42,0,3,1
5510,15,2023-08-28,41,54,1,2,0
5511,15,2022-12-26,21,20,0,1,0
5512,15,2022-10-10,23,46,1,2,1
5513,15,2024-06-10,43,30,8,1,2
5514,15,2022-06-27,19,70,2,4,2
5515,15,2023-09-18,18,29,4,3,2
5516,15,2022-02-14,45,51,1,0,0
5517,15,2023-12-25,16,33,0,1,2
5518,15,2023-05-22,29,69,1,2,1
5519,15,2022-03-28,34,38,1,0,2
5520,15,2023-07-31,27,47,5,3,2
5521,15,2023-02-27,30,48,5,4,2
5522,15,2023-10-16,11,37,7,0,2
5523,15,2024-02-26,30,58,1,1,2
5524,15,2022-06-20,29,23,5,0,2
5525,15,2023-12-18,38,26,1,0,2
5526,15,2022-05-23,34,37,1,0,1
5527,15,2022-02-28,27,62,5,4,0
5528,15,2023-10-09,42,47,3,5,0
5529,15,2023-09-04,29,22,2,4,1
5530,15,2024-02-26,40,38,8,1,0
5531,15,2022-08-08,43,50,5,3,1
5532,15,2023-04-10,38,70,5,5,0
5533,15,2023-06-26,38,45,7,3,1
5534,15,2023-06-12,22,44,6,0,2
5535,15,2022-06-27,19,67,2,2,1
5536,15,2022-12-12,14,27,0,5,0
5537,15,2022-07-04,32,55,6,5,2
5538,15,2023-05-01,14,41,0,0,1
5539,15,2023-06-19,24,41,3,2,0
5540,15,2022-04-25,32,20,1,3,0
5541,15,2023-08-14,17,64,1,3,2
5542,15,2022-09-26,10,65,6,0,0
5543,15,2023-12-18,44,25,4,5,1
5544,15,2024-05-27,39,45,6,0,1
5545,15,2023-05-01,45,64,4,5,0
5546,15,2023-05-15,20,63,1,1,0
5547,15,2022-09-05,18,26,2,3,0
5548,15,2023-04-17,13,69,8,1,0
5549,15,2023-03-20,31,36,5,5,1
5550,15,2022-01-03,41,62,3,2,1
5551,15,2023-10-23,37,56,3,0,0
5552,15,2023-01-16,30,43,0,4,1
5553,15,2022-03-28,41,26,1,1,1
5554,15,2023-06-05,10,64,1,3,2
5555,15,2022-12-19,18,52,8,2,2
5556,15,2022-06-27,31,64,7,3,2
5557,15,2022-04-18,10,47,7,4,0
5558,15,2024-01-29,24,30,7,0,2
5559,15,2022-12-26,25,67,8,3,2
5560,15,2023-02-13,19,29,2,0,2
5561,15,2023-11-06,22,20,7,0,1
5562,15,2024-04-08,43,41,7,0,0
5563,15,2022-04-25,13,56,0,1,1
5564,15,2024-06-17,45,29,0,0,2
5565,15,2023-11-13,26,52,3,0,1
5566,15,2023-07-10,14,51,6,0,0
5567,15,2022-05-30,27,54,7,3,0
5568,15,2023-08-07,19,41,4,0,1
5569,15,2023-01-30,41,29,0,1,0
5570,15,2024-01-08,21,45,2,2,2
5571,15,2023-06-26,29,29,7,0,2
5572,15,2024-02-19,39,36,7,1,0
5573,15,2022-01-24,45,64,0,2,0
5574,15,2023-07-17,13,52,6,2,0
5575,15,2022-02-21,38,57,4,2,1
5576,15,2022-04-04,31,67,3,1,2
5577,15,2024-06-10,44,27,7,0,0
5578,15,2022-04-11,16,22,1,4,1
5579,15,2022-08-08,31,42,8,3,0
5580,15,2022-07-04,34,22,5,2,1
5581,15,2022-05-02,42,31,8,2,1
5582,15,2023-04-10,18,63,8,4,1
5583,15,2022-02-21,36,35,4,1,1
5584,15,2022-05-09,16,46,8,0,1
5585,15,2022-05-16,18,63,3,2,2
5586,15,2022-12-05,17,60,6,5,0
5587,15,2022-01-24,23,40,4,1,2
5588,15,2022-11-07,23,23,0,3,2
5589,15,2024-03-18,21,27,7,4,2
5590,15,2022-02-28,34,33,7,3,1
5591,15,2022-02-28,21,69,0,5,2
5592,15,2023-10-30,43,64,3,5,0
5593,15,2023-12-25,18,38,4,1,1
5594,15,2023-04-10,14,45,8,5,2
5595,15,2023-06-05,40,42,6,5,2
5596,15,2022-06-06,16,48,3,5,1
5597,15,2023-04-24,44,21,5,2,2
5598,15,2022-02-28,33,35,5,2,1
5599,15,2022-03-21,27,26,2,1,2
5600,15,2023-01-23,11,46,0,2,2
5601,15,2023-01-30,23,41,2,0,2
5602,15,2024-01-08,45,54,1,4,0
5603,15,2024-04-29,29,47,3,0,1
5604,15,2022-07-25,42,65,6,0,1
5605,15,2022-02-28,12,47,1,5,1
5606,15,2023-06-19,36,39,2,4,1
5607,15,2023-07-24,42,39,1,5,0
5608,15,2022-05-09,40,46,7,3,2
5609,15,2022-10-24,43,65,4,4,1
5610,15,2024-06-10,12,37,4,5,1
5611,15,2023-11-20,41,66,6,0,0
5612,15,2024-03-11,35,65,6,3,2
5613,15,2024-02-05,32,57,8,2,0
5614,15,2022-05-16,44,25,1,2,2
5615,15,2024-01-29,24,54,7,2,0
5616,15,2022-12-26,37,65,8,2,1
5617,15,2022-07-25,43,65,8,3,2
5618,15,2023-10-16,14,61,6,0,2
5619,15,2022-05-09,10,63,7,4,0
5620,15,2023-06-19,38,33,0,0,2
5621,15,2024-04-22,18,35,8,1,2
5622,15,2023-10-30,40,34,0,3,2
5623,15,2023-07-31,12,56,4,4,2
5624,15,2023-11-13,11,32,0,5,2
5625,15,2022-07-25,25,48,1,3,1
5626,15,2024-03-25,30,41,1,1,2
5627,15,2022-02-07,29,58,6,1,1
5628,15,2024-02-05,30,51,1,1,2
5629,15,2023-07-03,33,56,2,0,2
5630,15,2024-02-19,15,32,2,2,0
5631,15,2022-01-03,43,56,6,4,0
5632,15,2022-08-01,13,63,1,4,2
5633,15,2023-04-03,31,62,8,2,0
5634,15,2022-05-02,34,28,8,5,1
5635,15,2022-10-03,24,49,1,1,0
5636,15,2022-12-12,32,37,4,1,0
5637,15,2023-12-25,17,31,1,1,0
5638,15,2023-05-01,19,35,7,2,0
5639,15,2023-02-20,26,63,2,3,2
5640,15,2022-10-03,25,25,8,3,2
5641,15,2022-07-04,45,65,4,0,1
5642,15,2023-06-19,44,67,8,1,2
5643,15,2024-06-17,43,20,3,3,1
5644,15,2022-07-25,18,69,4,3,0
5645,15,2023-12-25,40,34,4,0,0
5646,15,2023-03-06,22,68,5,2,1
5647,15,2023-03-06,23,61,8,2,0
5648,15,2022-01-31,22,61,4,2,2
5649,15,2024-03-11,23,33,0,1,0
5650,15,2022-03-21,39,36,3,0,2
5651,15,2024-01-08,35,47,7,5,2
5652,15,2022-01-10,43,40,0,0,1
5653,15,2022-02-28,39,39,5,2,1
5654,15,2023-08-07,14,24,4,5,0
5655,15,2022-08-08,28,30,3,5,0
5656,15,2023-10-02,34,21,2,0,0
5657,15,2023-05-08,42,24,4,5,2
5658,15,2022-06-13,25,57,3,5,2
5659,15,2023-08-21,42,20,6,1,1
5660,15,2024-06-10,20,67,0,4,2
5661,15,2022-03-21,45,37,0,3,1
5662,15,2022-10-03,14,44,2,4,0
5663,15,2022-10-03,38,22,1,4,2
5664,15,2023-04-03,27,51,3,5,2
5665,15,2023-01-23,16,54,7,4,0
5666,15,2023-04-17,13,59,6,5,2
5667,15,2024-05-06,32,68,0,5,1
5668,15,2023-06-12,36,38,5,2,2
5669,15,2022-09-12,19,67,1,2,1
5670,15,2024-03-11,17,40,8,4,2
5671,15,2023-05-15,22,20,6,0,2
5672,15,2022-03-14,32,52,8,4,1
5673,15,2023-05-22,13,39,2,5,1
5674,15,2022-11-28,27,69,6,0,2
5675,15,2022-12-05,20,35,2,5,2
5676,15,2022-08-15,25,48,2,3,0
5677,15,2023-10-23,18,53,8,5,0
5678,15,2023-10-02,19,46,1,2,0
5679,15,2024-03-18,20,27,2,1,2
5680,15,2022-11-21,38,68,4,4,2
5681,15,2023-03-20,21,60,1,4,2
5682,15,2022-12-19,45,52,3,3,1
5683,15,2022-02-28,31,46,3,5,1
5684,15,2023-08-07,12,25,6,5,2
5685,15,2024-05-20,38,50,1,0,1
5686,15,2023-05-29,34,55,0,0,2
5687,15,2022-04-18,39,70,7,2,1
5688,15,2022-10-03,40,36,7,2,2
5689,15,2024-05-06,18,35,0,2,2
5690,15,2022-12-19,14,43,0,2,1
5691,15,2022-08-08,15,66,6,5,0
5692,15,2022-11-28,29,34,5,2,0
5693,15,2024-05-20,20,27,3,0,0
5694,15,2022-09-19,18,28,0,2,2
5695,15,2023-08-21,11,32,1,0,1
5696,15,2022-03-14,11,20,0,0,1
5697,15,2023-04-03,20,50,4,2,2
5698,15,2023-02-13,11,31,7,5,0
5699,15,2023-08-28,16,39,0,3,0
5700,15,2024-05-27,10,20,5,5,1
5701,15,2023-08-21,40,46,1,1,1
5702,15,2023-10-23,18,29,7,0,1
5703,15,2022-12-05,34,48,2,4,0
5704,15,2023-10-16,16,40,0,4,0
5705,15,2022-12-12,14,24,2,0,0
5706,15,2022-09-05,37,51,1,0,0
5707,15,2023-12-11,33,70,0,4,1
5708,15,2023-03-20,28,62,2,2,2
5709,15,2022-09-05,35,70,6,4,2
5710,15,2022-01-31,41,55,2,0,0
5711,15,2024-03-11,33,35,2,0,1
5712,15,2024-04-29,18,46,0,0,2
5713,15,2023-07-24,44,31,2,4,0
5714,15,2022-12-26,32,59,4,0,0
5715,15,2023-08-07,40,40,4,2,2
5716,15,2023-09-18,24,70,7,3,2
5717,15,2022-09-05,41,43,4,0,1
5718,15,2023-03-06,40,63,4,5,0
5719,15,2022-10-24,17,26,3,3,1
5720,15,2024-01-01,37,25,4,4,2
5721,15,2022-02-07,36,57,0,4,2
5722,15,2024-05-20,16,41,2,1,2
5723,15,2022-12-12,25,31,8,4,2
5724,15,2024-04-29,31,45,4,2,2
5725,15,2024-06-17,26,68,7,3,2
5726,15,2024-03-25,32,70,6,1,0
5727,15,2024-04-08,36,38,1,5,1
5728,15,2023-10-02,40,23,0,3,2
5729,15,2024-05-13,22,53,7,4,1
5730,15,2023-05-01,38,25,3,4,0
5731,15,2023-06-19,32,61,1,3,2
5732,15,2022-03-14,24,65,3,2,2
5733,15,2022-02-14,45,27,2,4,0
5734,15,2023-08-14,36,56,7,5,1
5735,15,2022-12-05,16,20,8,4,0
5736,15,2023-04-17,12,49,0,1,0
5737,15,2023-08-14,19,69,3,2,2
5738,15,2023-08-07,22,42,6,1,0
5739,15,2023-04-24,26,29,1,0,0
5740,15,2022-11-28,43,60,1,3,1
5741,15,2024-01-22,26,69,8,0,1
5742,15,2023-01-30,41,52,6,2,2
5743,15,2024-04-29,24,58,3,2,1
5744,15,2022-10-17,18,33,4,0,0
5745,15,2022-12-26,41,50,3,4,1
5746,15,2022-03-21,32,30,5,5,1
5747,15,2024-03-18,32,45,0,4,0
5748,15,2023-03-13,31,54,3,3,0
5749,15,2023-11-06,14,38,7,5,2
5750,15,2023-12-25,17,56,1,0,0
5751,15,2023-07-31,44,26,7,3,0
5752,15,2023-01-23,35,47,7,1,2
5753,15,2022-12-26,25,32,3,5,2
5754,15,2022-03-07,37,34,2,0,0
5755,15,2022-11-07,44,61,4,3,1
5756,15,2022-01-31,23,57,7,0,1
5757,15,2022-03-14,18,40,4,1,2
5758,15,2022-11-07,17,67,5,0,2
5759,15,2024-01-08,41,36,1,3,1
5760,16,2022-02-21,11,54,3,5,0
5761,16,2024-02-05,11,43,1,0,0
5762,16,2024-03-11,30,25,1,0,1
5763,16,2022-11-21,15,68,0,0,2
5764,16,2024-01-22,17,57,7,3,1
5765,16,2022-11-21,13,38,1,5,2
5766,16,2023-03-06,17,33,2,5,0
5767,16,2022-09-12,30,67,4,5,2
5768,16,2023-12-04,33,39,3,1,1
5769,16,2023-05-08,32,49,3,0,0
5770,16,2023-09-25,18,66,1,2,2
5771,16,2023-11-27,20,31,2,2,2
5772,16,2023-01-30,15,60,4,5,0
5773,16,2023-05-01,44,52,1,4,2
5774,16,2024-04-15,11,29,7,4,1
5775,16,2022-12-26,39,38,2,0,1
5776,16,2022-08-08,18,69,0,0,1
5777,16,2023-10-30,31,47,4,5,1
5778,16,2022-12-12,35,38,2,2,1
5779,16,2023-09-04,12,50,1,5,1
5780,16,2024-01-29,31,22,1,5,0
5781,16,2023-04-17,33,70,8,3,1
5782,16,2022-11-28,13,43,8,0,2
5783,16,2024-06-17,27,27,8,2,1
5784,16,2022-11-07,14,51,0,0,2
5785,16,2022-03-28,35,44,5,0,1
5786,16,2024-05-13,40,60,3,3,2
5787,16,2023-08-21,11,26,4,2,2
5788,16,2023-10-30,25,42,1,3,1
5789,16,2023-01-30,25,62,2,0,2
5790,16,2023-05-08,15,56,8,5,2
5791,16,2022-06-13,34,35,0,4,1
5792,16,2022-10-24,34,29,2,2,0
5793,16,2022-11-14,25,47,8,4,0
5794,16,2023-09-18,35,27,5,1,0
5795,16,2024-04-22,25,38,3,5,0
5796,16,2023-12-04,17,68,2,0,0
5797,16,2022-08-08,19,55,4,2,0
5798,16,2023-12-04,42,26,7,3,0
5799,16,2023-03-13,45,62,5,4,0
5800,16,2022-01-10,13,62,2,2,0
5801,16,2022-05-30,40,66,4,1,1
5802,16,2023-05-22,30,34,3,3,0
5803,16,2022-04-04,43,67,0,5,0
5804,16,2023-06-26,17,42,4,3,1
5805,16,2023-10-09,41,39,3,1,1
5806,16,2023-04-17,38,43,6,5,0
5807,16,2024-05-06,29,56,2,1,2
5808,16,2022-10-24,13,67,1,4,2
